Order ID,Order Number,Order Created At,Customer ID,Line Items,Billing Address Country,Net (USD)
931310,#931310,22/8/22 21:16,745502,KodeKloud Monthly Subscription x1,US,35
931313,#931313,22/8/22 21:20,636592,KodeKloud Monthly Subscription x1,DE,17.51
931316,#931316,22/8/22 21:20,8747,KodeKloud Professional Monthly x1,ID,35
931322,#931322,22/8/22 21:24,351260,KodeKloud Yearly Subscription x1,GE,148.2
931331,#931331,22/8/22 21:25,111152,KodeKloud Professional Monthly x1,AE,35
931412,#931412,22/8/22 21:50,8741,KodeKloud Professional Yearly x1,AU,157.43
931430,#931430,22/8/22 21:57,705812,KodeKloud Professional Yearly x1,US,205.2
931439,#931439,22/8/22 21:58,271326,KodeKloud Yearly Subscription x1,IN,48.71
931463,#931463,22/8/22 22:05,830819,KodeKloud Professional Monthly x1,MA,52.5
931475,#931475,22/8/22 22:08,826397,KodeKloud Professional Yearly x1,IN,67.44
931481,#931481,22/8/22 22:08,7393,KodeKloud Yearly Subscription x1,IN,37.48
931496,#931496,22/8/22 22:11,492153,KodeKloud Professional Yearly x1,IN,67.44
931508,#931508,22/8/22 22:12,830840,KodeKloud Professional Yearly x1,IN,67.44
931532,#931532,22/8/22 22:22,77608,KodeKloud Monthly Subscription x1,US,17.5
931535,#931535,22/8/22 22:23,830867,KodeKloud Professional Yearly x1,CA,207.06
931556,#931556,22/8/22 22:28,526668,KodeKloud Monthly Subscription x1,JP,35
931559,#931559,22/8/22 22:28,7784,KodeKloud Professional Yearly x1,IN,67.44
931568,#931568,22/8/22 22:29,362768,KodeKloud Yearly Subscription x1,IN,48.71
931574,#931574,22/8/22 22:30,128235,KodeKloud Monthly Subscription x1,US,17.5
931595,#931595,22/8/22 22:34,400166,KodeKloud Monthly Subscription x1,US,35
931631,#931631,22/8/22 22:45,830906,KodeKloud Professional Yearly x1,US,205.2
931637,#931637,22/8/22 22:45,493629,KodeKloud Monthly Subscription x1,NG,6
931640,#931640,22/8/22 22:46,731693,KodeKloud Professional Yearly x1,US,205.2
931652,#931652,22/8/22 22:46,829586,KodeKloud Professional Yearly x1,IN,67.44
931673,#931673,22/8/22 22:57,435557,KodeKloud Professional Monthly x1,,12.51
931706,#931706,22/8/22 23:04,581444,KodeKloud Professional Monthly x1,,35
931709,#931709,22/8/22 23:04,#N/A,KodeKloud Professional Monthly x1,ZA,35
931715,#931715,22/8/22 23:04,669901,KodeKloud Professional Yearly x1,IN,67.45
931730,#931730,22/8/22 23:08,81706,KodeKloud Monthly Subscription x1,IN,12.5
931772,#931772,22/8/22 23:33,5159,KodeKloud Professional Monthly x1,US,35
931826,#931826,22/8/22 23:51,464699,KodeKloud Professional Monthly x1,GB,41.26
931832,#931832,22/8/22 23:59,831116,KodeKloud Monthly Subscription x1,US,35
931838,#931838,23/8/22 0:00,112115,KodeKloud Professional Yearly x1,IN,74.95
931853,#931853,23/8/22 0:11,529872,KodeKloud Professional Yearly x1,NG,102.6
931901,#931901,23/8/22 0:32,247746,KodeKloud Monthly Subscription x1,US,17.5
931907,#931907,23/8/22 0:36,826634,KodeKloud Monthly Subscription x1,US,35
931979,#931979,23/8/22 1:00,831086,KodeKloud Professional Yearly x1,IN,67.45
932000,#932000,23/8/22 1:15,192009,KodeKloud Monthly Subscription x1,US,17.5
932006,#932006,23/8/22 1:17,630296,KodeKloud Professional Monthly x1,US,35
932024,#932024,23/8/22 1:27,547230,KodeKloud Professional Yearly x1,US,205.2
932042,#932042,23/8/22 1:34,4264,KodeKloud Monthly Subscription x1,GB,20.61
932045,#932045,23/8/22 1:37,#N/A,KodeKloud Professional Yearly x1,US,6.75
932048,#932048,23/8/22 1:43,273828,KodeKloud Monthly Subscription x1,US,17.5
932069,#932069,23/8/22 1:58,831314,KodeKloud Professional Monthly x1,IN,18.76
932090,#932090,23/8/22 2:11,831329,KodeKloud Professional Yearly x1,IN,67.48
932099,#932099,23/8/22 2:16,831323,KodeKloud Monthly Subscription x1,DK,35
932114,#932114,23/8/22 2:23,831359,KodeKloud Professional Yearly x1,IN,67.48
932120,#932120,23/8/22 2:24,831341,KodeKloud Professional Yearly x1,US,205.2
932129,#932129,23/8/22 2:26,247923,KodeKloud Monthly Subscription x1,US,17.5
932141,#932141,23/8/22 2:26,464999,KodeKloud Monthly Subscription x1,US,17.5
932168,#932168,23/8/22 2:32,93802,KodeKloud Professional Yearly x1,IN,67.48
932174,#932174,23/8/22 2:32,69268,KodeKloud Monthly Subscription x1,AE,35
932177,#932177,23/8/22 2:35,635974,KodeKloud Professional Monthly x1,US,35
932192,#932192,23/8/22 2:50,831407,KodeKloud Yearly Subscription x1,US,148.2
932204,#932204,23/8/22 2:55,831401,KodeKloud Monthly Subscription x1,US,35
932216,#932216,23/8/22 3:01,831419,KodeKloud Professional Yearly x1,IN,67.48
932222,#932222,23/8/22 3:03,216228,KodeKloud Professional Yearly x1,FR,6.21
932246,#932246,23/8/22 3:26,636940,KodeKloud Professional Monthly x1,US,35
932276,#932276,23/8/22 3:46,219234,KodeKloud Monthly Subscription x1,DE,27.82
932279,#932279,23/8/22 3:47,831473,KodeKloud Yearly Subscription x1,US,148.2
932303,#932303,23/8/22 3:53,805827,KodeKloud Professional Yearly x1,DE,203.83
932312,#932312,23/8/22 3:54,4339,KodeKloud Professional Monthly x1,SI,34.8
932315,#932315,23/8/22 3:56,154782,KodeKloud Yearly Subscription x1,UA,114
932318,#932318,23/8/22 3:56,831485,KodeKloud Professional Yearly x1,CA,206.83
932342,#932342,23/8/22 4:12,650662,KodeKloud Yearly Subscription x1,IN,48.73
932351,#932351,23/8/22 4:14,814445,KodeKloud Professional Yearly x1,NZ,126.66
932366,#932366,23/8/22 4:16,831506,KodeKloud Professional Yearly x1,US,205.2
932396,#932396,23/8/22 4:41,576152,KodeKloud Monthly Subscription x1,US,35
932402,#932402,23/8/22 4:49,312303,KodeKloud Monthly Subscription x1,US,17.5
932420,#932420,23/8/22 5:02,124007,KodeKloud Monthly Subscription x1,FR,27.84
932444,#932444,23/8/22 5:19,505791,KodeKloud Professional Monthly x1,FR,52.2
932459,#932459,23/8/22 5:29,151434,KodeKloud Professional Yearly x1,IN,67.47
932468,#932468,23/8/22 5:36,555180,KodeKloud Yearly Subscription x1,US,148.2
932486,#932486,23/8/22 5:40,527673,KodeKloud Professional Monthly x1,US,35
932510,#932510,23/8/22 6:03,193164,KodeKloud Monthly Subscription x1,US,17.5
932537,#932537,23/8/22 6:39,554307,KodeKloud Professional Yearly x1,AU,141.09
932555,#932555,23/8/22 6:57,485202,KodeKloud Monthly Subscription x1,US,17.5
932567,#932567,23/8/22 7:07,5572,KodeKloud Monthly Subscription x1,JP,17.5
932591,#932591,23/8/22 7:49,527793,KodeKloud Professional Monthly x1,CZ,35
932594,#932594,23/8/22 7:52,339132,KodeKloud Professional Monthly x1,US,35
932603,#932603,23/8/22 8:05,829187,KodeKloud Professional Yearly x1,CA,206.91
932609,#932609,23/8/22 8:23,831671,KodeKloud Professional Yearly x1,US,205.2
932621,#932621,23/8/22 8:28,831680,KodeKloud Professional Monthly x1,US,52.5
932642,#932642,23/8/22 8:45,527829,KodeKloud Professional Monthly x1,US,35
932651,#932651,23/8/22 8:57,831725,KodeKloud Professional Yearly x1,US,205.2
932660,#932660,23/8/22 9:07,102128,KodeKloud Professional Monthly x1,AU,26.86
932666,#932666,23/8/22 9:33,193272,KodeKloud Yearly Subscription x1,AU,78.51
932681,#932681,23/8/22 10:00,831773,KodeKloud Professional Yearly x1,IN,67.47
932690,#932690,23/8/22 10:05,339192,KodeKloud Monthly Subscription x1,AU,13.44
932693,#932693,23/8/22 10:06,822944,KodeKloud Professional Yearly x1,IN,67.47
932702,#932702,23/8/22 10:13,527901,KodeKloud Professional Monthly x1,US,35
932705,#932705,23/8/22 10:15,674260,KodeKloud Monthly Subscription x1,CN,21.6
932723,#932723,23/8/22 10:24,610459,KodeKloud Professional Yearly x1,US,205.2
932738,#932738,23/8/22 10:45,66718,KodeKloud Monthly Subscription x1,US,35
932759,#932759,23/8/22 11:00,485346,KodeKloud Professional Monthly x1,US,35
932768,#932768,23/8/22 11:00,664402,KodeKloud Professional Yearly x1,IN,67.48
932777,#932777,23/8/22 11:06,217416,KodeKloud Yearly Subscription x1,CA,149.65
932783,#932783,23/8/22 11:18,430895,KodeKloud Monthly Subscription x1,IN,6.25
932789,#932789,23/8/22 11:27,831836,KodeKloud Professional Yearly x1,AU,141.51
932795,#932795,23/8/22 11:33,105917,KodeKloud Professional Yearly x1,IN,67.49
932801,#932801,23/8/22 11:36,831842,KodeKloud Professional Yearly x1,IN,67.48
932867,#932867,23/8/22 12:17,193455,KodeKloud Monthly Subscription x1,US,17.5
932879,#932879,23/8/22 12:29,108812,KodeKloud Monthly Subscription x1,US,17.5
932882,#932882,23/8/22 12:32,666262,KodeKloud Monthly Subscription x1,US,35
932897,#932897,23/8/22 12:42,639322,KodeKloud Professional Yearly x1,IN,67.49
932903,#932903,23/8/22 12:45,339315,KodeKloud Monthly Subscription x1,US,17.5
932906,#932906,23/8/22 12:50,528096,KodeKloud Professional Monthly x1,IN,12.51
932909,#932909,23/8/22 12:51,64681,KodeKloud Yearly Subscription x1,IN,37.49
932912,#932912,23/8/22 12:53,686155,KodeKloud Monthly Subscription x1,US,35
932945,#932945,23/8/22 13:12,193512,KodeKloud Yearly Subscription x1,PK,13.89
932969,#932969,23/8/22 13:21,831986,KodeKloud Professional Yearly x1,IN,67.47
933005,#933005,23/8/22 13:35,130131,KodeKloud Professional Yearly x1,IN,67.48
933014,#933014,23/8/22 13:38,439253,KodeKloud Professional Yearly x1,US,205.2
933056,#933056,23/8/22 13:54,11815,KodeKloud Professional Yearly x1,IN,74.98
933059,#933059,23/8/22 13:56,33475,KodeKloud Monthly Subscription x1,AE,17.5
933077,#933077,23/8/22 14:11,259638,KodeKloud Professional Monthly x1,IN,18.75
933101,#933101,23/8/22 14:23,528204,KodeKloud Professional Monthly x1,US,35
933113,#933113,23/8/22 14:26,147369,KodeKloud Professional Monthly x1,IN,18.75
933134,#933134,23/8/22 14:32,746573,KodeKloud Professional Monthly x1,IN,18.75
933146,#933146,23/8/22 14:39,832184,KodeKloud Professional Yearly x1,IN,67.46
933170,#933170,23/8/22 14:43,826088,KodeKloud Professional Yearly x1,PK,13.77
933200,#933200,23/8/22 14:57,193644,KodeKloud Yearly Subscription x1,IN,37.48
933203,#933203,23/8/22 14:57,141315,KodeKloud Yearly Subscription x1,LK,114
933239,#933239,23/8/22 15:12,794639,KodeKloud Professional Monthly x1,IN,18.75
933260,#933260,23/8/22 15:17,832259,KodeKloud Professional Yearly x1,IN,67.45
933272,#933272,23/8/22 15:21,810933,KodeKloud Professional Yearly x1,IN,67.45
933305,#933305,23/8/22 15:34,80194,KodeKloud Professional Yearly x1,IN,67.45
933317,#933317,23/8/22 15:36,798204,KodeKloud Professional Monthly x1,PK,13.9
933341,#933341,23/8/22 15:45,60907,KodeKloud Monthly Subscription x1,EG,17.5
933359,#933359,23/8/22 15:54,193767,KodeKloud Yearly Subscription x1,SG,114
933368,#933368,23/8/22 15:57,264534,KodeKloud Professional Monthly x1,JP,35
933380,#933380,23/8/22 16:03,129129,KodeKloud Professional Monthly x1,PS,35
933392,#933392,23/8/22 16:09,573083,KodeKloud Monthly Subscription x1,NG,12
933404,#933404,23/8/22 16:14,127572,KodeKloud Yearly Subscription x1,FR,112.93
933419,#933419,23/8/22 16:21,832361,KodeKloud Professional Yearly x1,US,205.2
933425,#933425,23/8/22 16:23,620570,KodeKloud Professional Monthly x1,IN,18.75
933443,#933443,23/8/22 16:30,731117,KodeKloud Professional Yearly x1,IN,67.5
933455,#933455,23/8/22 16:34,676354,KodeKloud Yearly Subscription x1,KE,148.2
933479,#933479,23/8/22 16:38,830885,KodeKloud Professional Yearly x1,IN,67.5
933503,#933503,23/8/22 16:43,470394,KodeKloud Monthly Subscription x1,DE,17.38
933518,#933518,23/8/22 16:51,463505,KodeKloud Professional Yearly x1,IN,67.5
933527,#933527,23/8/22 16:53,139479,KodeKloud Yearly Subscription x1,AU,78.46
933530,#933530,23/8/22 16:54,286557,KodeKloud Monthly Subscription x1,IN,12.51
933536,#933536,23/8/22 16:56,829553,KodeKloud Professional Monthly x1,IN,6.05
933542,#933542,23/8/22 17:00,218181,KodeKloud Monthly Subscription x1,PK,2.32
933557,#933557,23/8/22 17:04,65560,KodeKloud Professional Yearly x1,IN,67.48
933566,#933566,23/8/22 17:08,35665,KodeKloud Monthly Subscription x1,TW,17.5
933581,#933581,23/8/22 17:17,798690,KodeKloud Professional Yearly x1,AU,141.26
933599,#933599,23/8/22 17:21,697588,KodeKloud Monthly Subscription x1,DE,34.76
933608,#933608,23/8/22 17:22,832523,KodeKloud Professional Yearly x1,PK,50
933620,#933620,23/8/22 17:23,829019,KodeKloud Professional Yearly x1,IN,67.49
933671,#933671,23/8/22 17:41,708776,KodeKloud Professional Yearly x1,IN,67.49
933689,#933689,23/8/22 17:45,761171,KodeKloud Professional Monthly x1,IN,18.76
933722,#933722,23/8/22 18:00,193908,KodeKloud Yearly Subscription x1,AM,114
933728,#933728,23/8/22 18:00,294918,KodeKloud Monthly Subscription x1,HK,17.5
933740,#933740,23/8/22 18:03,447620,KodeKloud Professional Yearly x1,IN,67.5
933755,#933755,23/8/22 18:07,727340,KodeKloud Monthly Subscription x1,IN,12.51
933758,#933758,23/8/22 18:08,385916,KodeKloud Monthly Subscription x1,DE,34.76
933782,#933782,23/8/22 18:13,603868,KodeKloud Professional Yearly x1,IN,67.5
933818,#933818,23/8/22 18:32,354053,KodeKloud Professional Monthly x1,GB,41.22
933824,#933824,23/8/22 18:32,219903,KodeKloud Monthly Subscription x1,US,17.5
933842,#933842,23/8/22 18:41,832721,KodeKloud Professional Yearly x1,IN,67.48
933848,#933848,23/8/22 18:42,690349,KodeKloud Monthly Subscription x1,AE,17.5
933872,#933872,23/8/22 18:49,206718,KodeKloud Professional Monthly x1,IN,12.51
933896,#933896,23/8/22 18:57,202332,KodeKloud Monthly Subscription x1,PL,17.5
933899,#933899,23/8/22 19:00,196863,KodeKloud Monthly Subscription x1,IN,6.25
933932,#933932,23/8/22 19:25,138708,KodeKloud Yearly Subscription x1,ES,113.21
933950,#933950,23/8/22 19:30,832484,KodeKloud Professional Monthly x1,SA,52.5
933995,#933995,23/8/22 19:51,685990,KodeKloud Professional Yearly x1,PL,205.2
934004,#934004,23/8/22 19:53,241737,KodeKloud Monthly Subscription x1,UA,17.5
934025,#934025,23/8/22 20:02,832895,KodeKloud Professional Yearly x1,IN,67.47
934046,#934046,23/8/22 20:12,832892,KodeKloud Professional Yearly x1,IN,67.47
934064,#934064,23/8/22 20:22,832925,KodeKloud Business x5,DE,1018.24
934070,#934070,23/8/22 20:23,15304,KodeKloud Monthly Subscription x1,KR,35
934082,#934082,23/8/22 20:31,832949,KodeKloud Professional Monthly x1,IN,18.76
934094,#934094,23/8/22 20:37,832898,KodeKloud Professional Monthly x1,IN,18.76
934121,#934121,23/8/22 20:46,832958,KodeKloud Professional Yearly x1,US,205.2
934163,#934163,23/8/22 21:05,194313,KodeKloud Yearly Subscription x1,US,114
934175,#934175,23/8/22 21:07,833027,KodeKloud Professional Monthly x1,IN,18.76
934196,#934196,23/8/22 21:17,833063,KodeKloud Professional Yearly x1,IN,67.48
934211,#934211,23/8/22 21:19,528912,KodeKloud Monthly Subscription x1,IN,6.25
934262,#934262,23/8/22 21:35,2488,KodeKloud Professional Yearly x1,US,205.2
934307,#934307,23/8/22 22:00,#N/A,KodeKloud Monthly Subscription x1,RO,17.5
934322,#934322,23/8/22 22:05,181380,KodeKloud Monthly Subscription x1,US,17.5
934334,#934334,23/8/22 22:07,364286,KodeKloud Monthly Subscription x1,PK,4.6
934340,#934340,23/8/22 22:09,210573,KodeKloud Monthly Subscription x1,AL,17.5
934349,#934349,23/8/22 22:12,833201,KodeKloud Professional Yearly x1,US,205.2
934388,#934388,23/8/22 22:22,194523,KodeKloud Yearly Subscription x1,PK,13.77
934439,#934439,23/8/22 22:33,134004,KodeKloud Yearly Subscription x1,SG,114
934475,#934475,23/8/22 22:43,164835,KodeKloud Yearly Subscription x1,IN,48.79
934493,#934493,23/8/22 22:48,192117,KodeKloud Yearly Subscription x1,US,114
934559,#934559,23/8/22 23:23,615067,KodeKloud Professional Monthly x1,CA,37.76
934562,#934562,23/8/22 23:23,748793,KodeKloud Professional Yearly x1,IN,67.52
934574,#934574,23/8/22 23:26,377849,KodeKloud Monthly Subscription x1,US,17.5
934580,#934580,23/8/22 23:29,520182,KodeKloud Professional Yearly x1,ES,205.14
934586,#934586,23/8/22 23:32,833441,KodeKloud Monthly Subscription x1,US,35
934601,#934601,23/8/22 23:37,141588,KodeKloud Professional Yearly x1,MX,205.2
934616,#934616,23/8/22 23:45,833465,KodeKloud Monthly Subscription x1,US,35
934625,#934625,23/8/22 23:45,325164,KodeKloud Monthly Subscription x1,CO,17.5
934640,#934640,23/8/22 23:57,529242,KodeKloud Monthly Subscription x1,DE,17.45
934643,#934643,23/8/22 23:58,224136,KodeKloud Professional Yearly x1,IN,67.52
934649,#934649,23/8/22 23:58,833504,KodeKloud Professional Yearly x1,IN,67.51
934655,#934655,23/8/22 23:58,827777,KodeKloud Monthly Subscription x1,US,35
934664,#934664,24/8/22 0:01,333660,KodeKloud Professional Yearly x1,IN,67.51
934679,#934679,24/8/22 0:07,833519,KodeKloud Professional Yearly x1,CH,205.2
934688,#934688,24/8/22 0:12,833024,KodeKloud Professional Yearly x1,IN,67.51
934703,#934703,24/8/22 0:18,819092,KodeKloud Professional Yearly x1,BD,56.71
934730,#934730,24/8/22 0:31,833549,KodeKloud Professional Yearly x1,US,205.2
934748,#934748,24/8/22 0:37,194649,KodeKloud Monthly Subscription x1,US,17.5
934754,#934754,24/8/22 0:40,526470,KodeKloud Professional Monthly x1,FR,34.91
934766,#934766,24/8/22 0:55,194790,KodeKloud Yearly Subscription x1,IN,37.49
934769,#934769,24/8/22 0:57,833585,KodeKloud Professional Yearly x1,CH,205.2
934778,#934778,24/8/22 1:01,823547,KodeKloud Professional Yearly x1,PH,205.2
934784,#934784,24/8/22 1:03,182295,KodeKloud Monthly Subscription x1,US,17.5
934796,#934796,24/8/22 1:13,438761,KodeKloud Professional Yearly x1,US,205.2
934808,#934808,24/8/22 1:14,833612,KodeKloud Business x5,US,1026
934814,#934814,24/8/22 1:15,529365,KodeKloud Monthly Subscription x1,FI,17.46
934844,#934844,24/8/22 1:33,830975,KodeKloud Professional Yearly x1,US,205.2
934850,#934850,24/8/22 1:34,339297,KodeKloud Professional Monthly x1,IN,18.76
934865,#934865,24/8/22 1:39,225363,KodeKloud Monthly Subscription x1,US,35
934874,#934874,24/8/22 1:43,824684,KodeKloud Monthly Subscription x1,US,35
934910,#934910,24/8/22 2:02,469749,KodeKloud Monthly Subscription x1,GB,20.68
934922,#934922,24/8/22 2:11,832067,KodeKloud Professional Yearly x1,IN,67.48
934931,#934931,24/8/22 2:13,522393,KodeKloud Monthly Subscription x1,US,17.5
934982,#934982,24/8/22 2:36,357023,KodeKloud Monthly Subscription x1,US,35
934985,#934985,24/8/22 2:36,527316,KodeKloud Professional Monthly x1,US,35
935000,#935000,24/8/22 2:42,486747,KodeKloud Monthly Subscription x1,GB,20.68
935018,#935018,24/8/22 2:45,832343,KodeKloud Professional Yearly x1,IN,67.49
935045,#935045,24/8/22 2:51,529557,KodeKloud Monthly Subscription x1,US,17.5
935060,#935060,24/8/22 2:55,529563,KodeKloud Professional Monthly x1,GB,41.38
935105,#935105,24/8/22 3:22,688075,KodeKloud Monthly Subscription x1,US,35
935132,#935132,24/8/22 3:34,340677,KodeKloud Professional Monthly x1,US,35
935141,#935141,24/8/22 3:45,8569,KodeKloud Professional Monthly x1,TR,35
935147,#935147,24/8/22 3:46,739475,KodeKloud Professional Monthly x1,IN,18.76
935150,#935150,24/8/22 3:53,#N/A,KodeKloud Professional Monthly x1,CO,52.5
935165,#935165,24/8/22 4:06,621122,KodeKloud Monthly Subscription x1,GB,20.7
935168,#935168,24/8/22 4:07,129159,KodeKloud Monthly Subscription x1,GB,20.7
935177,#935177,24/8/22 4:13,529689,KodeKloud Professional Monthly x1,US,35
935183,#935183,24/8/22 4:16,340725,KodeKloud Professional Monthly x1,US,35
935189,#935189,24/8/22 4:22,160692,KodeKloud Monthly Subscription x1,FR,17.45
935195,#935195,24/8/22 4:28,249909,KodeKloud Monthly Subscription x1,CR,17.5
935246,#935246,24/8/22 5:12,159249,KodeKloud Monthly Subscription x1,FR,17.45
935261,#935261,24/8/22 5:25,478707,KodeKloud Monthly Subscription x1,CA,18.91
935276,#935276,24/8/22 5:32,205131,KodeKloud Professional Yearly x1,US,205.2
935282,#935282,24/8/22 5:36,718154,KodeKloud Professional Yearly x1,SE,205.2
935288,#935288,24/8/22 5:39,195120,KodeKloud Monthly Subscription x1,DE,17.45
935297,#935297,24/8/22 5:51,183813,KodeKloud Monthly Subscription x1,GB,20.71
935300,#935300,24/8/22 5:52,805065,KodeKloud Yearly Subscription x1,NG,48.75
935309,#935309,24/8/22 5:58,559592,KodeKloud Monthly Subscription x1,US,17.5
935321,#935321,24/8/22 6:12,833975,KodeKloud Monthly Subscription x1,IN,12.51
935330,#935330,24/8/22 6:16,249999,KodeKloud Monthly Subscription x1,US,17.5
935342,#935342,24/8/22 6:30,833507,KodeKloud Yearly Subscription x1,BD,40.96
935354,#935354,24/8/22 6:38,833981,KodeKloud Professional Yearly x1,US,205.2
935375,#935375,24/8/22 7:05,831299,KodeKloud Professional Yearly x1,PK,24.82
935414,#935414,24/8/22 7:51,603585,KodeKloud Professional Monthly x1,IN,18.76
935426,#935426,24/8/22 7:55,834050,KodeKloud Monthly Subscription x1,US,35
935432,#935432,24/8/22 7:57,168489,KodeKloud Monthly Subscription x1,US,17.5
935447,#935447,24/8/22 8:06,647665,KodeKloud Yearly Subscription x1,CA,150.47
935483,#935483,24/8/22 8:56,831068,KodeKloud Professional Yearly x1,US,205.2
935507,#935507,24/8/22 9:15,195291,KodeKloud Monthly Subscription x1,US,17.5
935522,#935522,24/8/22 9:39,393293,KodeKloud Professional Monthly x1,US,35
935528,#935528,24/8/22 9:42,829157,KodeKloud Monthly Subscription x1,US,35
935534,#935534,24/8/22 9:48,195237,KodeKloud Yearly Subscription x1,ID,114
935591,#935591,24/8/22 10:26,834179,KodeKloud Professional Yearly x1,IN,67.49
935621,#935621,24/8/22 10:46,99359,KodeKloud Monthly Subscription x1,US,17.5
935654,#935654,24/8/22 11:30,11713,KodeKloud Professional Yearly x1,IN,67.48
935660,#935660,24/8/22 11:33,823343,KodeKloud Professional Yearly x1,IN,67.48
935687,#935687,24/8/22 11:59,487215,KodeKloud Professional Monthly x1,US,35
935738,#935738,24/8/22 12:26,#N/A,KodeKloud Monthly Subscription x1,NL,17.4
935744,#935744,24/8/22 12:36,402935,KodeKloud Monthly Subscription x1,IN,12.51
935774,#935774,24/8/22 13:14,172872,KodeKloud Professional Yearly x1,TR,205.2
935801,#935801,24/8/22 13:22,611116,KodeKloud Monthly Subscription x1,DE,17.42
935822,#935822,24/8/22 13:32,551100,KodeKloud Professional Monthly x1,IN,18.78
935837,#935837,24/8/22 13:34,514800,KodeKloud Professional Yearly x1,IN,67.55
935903,#935903,24/8/22 13:41,85432,KodeKloud Monthly Subscription x1,IN,6.26
935930,#935930,24/8/22 13:45,733931,KodeKloud Monthly Subscription x1,AU,26.96
935948,#935948,24/8/22 13:51,834440,KodeKloud Monthly Subscription x1,IN,12.53
935969,#935969,24/8/22 13:57,530229,KodeKloud Professional Monthly x1,US,35
935978,#935978,24/8/22 14:01,754397,KodeKloud Professional Yearly x1,US,205.2
935993,#935993,24/8/22 14:04,834449,KodeKloud Professional Monthly x1,IN,18.78
936002,#936002,24/8/22 14:08,834452,KodeKloud Professional Monthly x1,IN,18.78
936035,#936035,24/8/22 14:16,#N/A,KodeKloud Yearly Subscription x1,PK,13.83
936104,#936104,24/8/22 14:33,834566,KodeKloud Professional Monthly x1,IN,18.78
936119,#936119,24/8/22 14:36,834575,KodeKloud Professional Monthly x1,IN,18.78
936176,#936176,24/8/22 14:49,812900,KodeKloud Yearly Subscription x1,IN,48.79
936182,#936182,24/8/22 14:50,22759,KodeKloud Professional Yearly x1,IN,67.55
936194,#936194,24/8/22 14:52,194946,KodeKloud Yearly Subscription x1,IN,37.52
936215,#936215,24/8/22 14:58,635554,KodeKloud Professional Monthly x1,IN,12.52
936257,#936257,24/8/22 15:10,528678,KodeKloud Professional Monthly x1,IT,34.83
936293,#936293,24/8/22 15:30,834716,KodeKloud Professional Yearly x1,IN,67.58
936299,#936299,24/8/22 15:34,147123,KodeKloud Professional Monthly x1,BD,10.54
936326,#936326,24/8/22 15:37,481497,KodeKloud Professional Monthly x1,IN,12.53
936338,#936338,24/8/22 15:41,195825,KodeKloud Yearly Subscription x1,IN,37.53
936341,#936341,24/8/22 15:41,531930,KodeKloud Monthly Subscription x1,IN,6.26
936347,#936347,24/8/22 15:43,755300,KodeKloud Professional Yearly x1,IN,67.53
936374,#936374,24/8/22 15:53,15386,KodeKloud Professional Monthly x1,IN,12.52
936425,#936425,24/8/22 16:17,834767,KodeKloud Monthly Subscription x1,IN,12.53
936437,#936437,24/8/22 16:24,834824,KodeKloud Yearly Subscription x1,IN,48.79
936449,#936449,24/8/22 16:26,688660,KodeKloud Professional Monthly x1,IL,52.5
936479,#936479,24/8/22 16:40,518979,KodeKloud Yearly Subscription x1,MT,147.51
936503,#936503,24/8/22 16:50,131730,KodeKloud Monthly Subscription x1,AU,13.5
936506,#936506,24/8/22 16:51,100868,KodeKloud Monthly Subscription x1,DE,17.42
936515,#936515,24/8/22 16:54,222807,KodeKloud Professional Yearly x1,RS,205.2
936530,#936530,24/8/22 16:55,343097,KodeKloud Monthly Subscription x1,IL,35
936572,#936572,24/8/22 17:06,35467,KodeKloud Professional Monthly x1,BT,52.5
936581,#936581,24/8/22 17:07,825497,KodeKloud Professional Monthly x1,IN,18.78
936599,#936599,24/8/22 17:11,34375,KodeKloud Monthly Subscription x1,IN,6.26
936617,#936617,24/8/22 17:16,816350,KodeKloud Professional Yearly x1,RU,205.2
936623,#936623,24/8/22 17:21,832463,KodeKloud Professional Monthly x1,MN,52.5
936641,#936641,24/8/22 17:27,287592,KodeKloud Monthly Subscription x1,DE,17.41
936686,#936686,24/8/22 17:49,511497,KodeKloud Monthly Subscription x1,US,35
936704,#936704,24/8/22 17:54,95116,KodeKloud Professional Yearly x1,IN,67.55
936716,#936716,24/8/22 17:58,636766,KodeKloud Professional Monthly x1,FR,34.81
936725,#936725,24/8/22 18:05,530337,KodeKloud Professional Monthly x1,US,35
936746,#936746,24/8/22 18:15,353030,KodeKloud Monthly Subscription x1,IN,12.52
936749,#936749,24/8/22 18:17,829994,KodeKloud Professional Yearly x1,ES,204.09
936761,#936761,24/8/22 18:19,55168,KodeKloud Professional Monthly x1,AZ,52.5
936821,#936821,24/8/22 18:38,530655,KodeKloud Professional Monthly x1,CH,35
936866,#936866,24/8/22 18:53,835160,KodeKloud Yearly Subscription x1,IN,48.78
936887,#936887,24/8/22 18:59,243768,KodeKloud Professional Yearly x1,US,7
936890,#936890,24/8/22 19:00,757193,KodeKloud Professional Yearly x1,PK,27.66
936941,#936941,24/8/22 19:18,834887,KodeKloud Professional Yearly x1,AT,203.59
936947,#936947,24/8/22 19:18,835211,KodeKloud Monthly Subscription x1,IL,35
936980,#936980,24/8/22 19:26,826454,KodeKloud Professional Yearly x1,IN,67.47
936989,#936989,24/8/22 19:29,472761,KodeKloud Professional Monthly x1,IN,12.52
937013,#937013,24/8/22 19:35,45649,KodeKloud Professional Yearly x1,IN,0.09
